PoiID,FirstLevel,SecondLeve,ZoneID
3201,4,179,401
3202,6,13,401
3203,5,44,401
3204,4,179,478
3205,5,155,478
3206,0,145,478
3207,12,127,478
3208,4,179,478
3209,12,128,478
3210,0,146,478
3211,6,13,478
3212,4,179,478
3213,7,29,478
3214,17,20,494
3215,7,157,494
3216,11,118,494
3217,7,48,494
3218,3,24,494
3219,3,24,494
3220,3,26,494
3221,3,24,494
3222,12,131,494
3223,4,19,494
3224,3,24,501
3225,4,179,501
3226,11,118,501
3227,5,44,501
3228,11,115,501
3229,4,19,501
3230,7,29,501
3231,3,24,501
3232,13,156,501
3233,1,18,501
3234,19,174,463
3235,12,141,463
3236,0,148,463
3237,5,159,463
3238,12,131,463
3239,3,24,463
3240,0,145,463
3241,20,0,463
3242,3,24,463
3243,11,117,463
3244,0,5,492
3245,1,7,492
3246,3,24,492
3247,7,157,492
3248,4,19,458
3249,9,92,458
3250,3,24,458
3251,18,165,458
3252,3,24,458
3253,11,118,458
3254,11,118,458
3255,11,118,458
3256,1,164,458
3257,11,115,458
3258,11,118,515
3259,1,7,515
3260,0,5,515
3261,3,24,515
3262,13,4,515
3263,8,65,515
3264,3,24,515
3265,6,13,515
3266,12,78,515
3267,11,112,515
3268,3,24,520
3269,4,19,520
3270,3,24,520
3271,1,18,520
3272,4,19,520
3273,1,18,520
3274,20,0,520
3275,4,19,520
3276,9,92,520
3277,16,162,520
3278,12,74,568
3279,5,155,568
3280,13,4,568
3281,8,56,568
3282,0,148,568
3283,1,18,568
3284,8,71,568
3285,0,145,568
3286,2,143,568
3287,7,157,568
3288,10,99,569
3289,1,18,569
3290,2,12,569
3291,16,61,569
3292,16,52,569
3293,13,64,569
3294,1,7,569
3295,13,154,569
3296,12,131,569
3297,4,179,569
3298,13,172,539
3299,20,0,539
3300,6,13,539
3301,12,131,539
3302,20,0,539
3303,3,24,539
3304,4,19,539
3305,20,177,539
3306,17,15,539
3307,3,24,539
3308,12,120,522
3309,13,154,522
3310,13,4,522
3311,16,52,522
3312,0,144,522
3313,12,78,522
3314,0,146,522
3315,19,174,522
3316,13,4,522
3317,12,60,522
3318,0,146,589
3319,16,52,589
3320,16,61,589
3321,11,118,589
3322,8,56,589
3323,6,13,589
3324,5,155,589
3325,16,52,589
3326,3,24,589
3327,2,119,589
3328,12,171,556
3329,1,7,556
3330,3,24,556
3331,16,52,556
3332,11,112,556
3333,4,19,556
3334,16,16,556
3335,6,13,556
3336,3,24,556
3337,12,141,556
3338,13,64,512
3339,0,145,512
3340,5,155,512
3341,13,57,512
3342,13,64,512
3343,2,1,512
3344,13,64,512
3345,9,93,512
3346,13,4,512
3347,4,19,512
3348,20,0,581
3349,13,64,581
3350,4,179,581
3351,0,145,581
3352,6,32,581
3353,1,18,581
3354,9,92,581
3355,16,52,581
3356,2,119,581
3357,17,20,581
3358,4,179,534
3359,13,4,534
3360,13,156,534
3361,12,131,534
3362,13,49,534
3363,13,156,534
3364,4,19,534
3365,1,7,534
3366,13,4,534
3367,13,64,534
3368,0,145,636
3369,8,56,636
3370,13,4,636
3371,3,24,636
3372,4,179,636
3373,4,179,636
3374,2,119,636
3375,8,71,636
3376,9,92,636
3377,16,59,636
3378,3,24,615
3379,11,118,615
3380,8,90,615
3381,12,74,615
3382,3,24,615
3383,13,4,615
3384,3,24,615
3385,19,174,615
3386,4,36,615
3387,20,0,615
3388,5,42,596
3389,12,141,596
3390,7,157,596
3391,13,57,596
3392,5,155,596
3393,17,20,596
3394,10,94,596
3395,5,155,596
3396,2,38,596
3397,8,56,596
3398,20,81,627
3399,4,19,627
3400,4,179,627
3401,12,130,627
3402,3,24,627
3403,3,24,627
3404,6,32,627
3405,13,150,627
3406,12,128,627
3407,3,24,627
3408,0,145,555
3409,3,24,555
3410,5,159,555
3411,6,33,555
3412,11,118,555
3413,7,157,555
3414,11,117,555
3415,3,24,555
3416,4,179,555
3417,6,13,555
3418,11,115,573
3419,16,52,573
3420,3,24,573
3421,11,116,573
3422,4,19,573
3423,3,24,573
3424,3,24,573
3425,8,56,573
3426,11,118,573
3427,9,93,573
3428,12,141,540
3429,0,146,540
3430,11,116,540
3431,4,179,540
3432,12,128,540
3433,12,170,540
3434,16,59,540
3435,16,59,540
3436,3,24,540
3437,19,174,540
3438,5,159,611
3439,0,146,611
3440,16,52,611
3441,10,94,611
3442,5,44,611
3443,12,128,611
3444,6,32,611
3445,16,52,611
3446,5,44,611
3447,2,119,611
3448,12,78,545
3449,20,81,545
3450,6,32,545
3451,3,24,545
3452,3,24,545
3453,4,19,545
3454,6,32,545
3455,12,78,545
3456,20,31,545
3457,8,140,545
3458,5,155,609
3459,16,52,609
3460,8,71,609
3461,8,71,609
3462,3,24,609
3463,8,71,609
3464,0,146,609
3465,3,24,609
3466,0,146,609
3467,0,148,609
3468,7,157,553
3469,13,154,553
3470,12,128,553
3471,4,179,553
3472,12,78,553
3473,18,165,553
3474,13,154,553
3475,7,48,553
3476,13,154,553
3477,11,118,553
3478,7,48,543
3479,9,93,543
3480,7,29,543
3481,13,154,543
3482,13,154,543
3483,12,78,543
3484,6,13,543
3485,5,44,543
3486,16,52,543
3487,4,179,543
3488,16,52,605
3489,1,164,605
3490,8,56,605
3491,11,118,605
3492,4,179,605
3493,17,15,605
3494,8,56,605
3495,11,118,605
3496,12,131,605
3497,1,7,605
3498,4,101,652
3499,7,157,652
3500,3,182,652
3501,6,32,652
3502,13,64,652
3503,4,100,652
3504,3,24,652
3505,12,128,652
3506,11,118,652
3507,3,24,652
3508,3,24,649
3509,10,99,649
3510,6,32,649
3511,13,64,649
3512,6,32,649
3513,3,24,649
3514,7,86,649
3515,13,4,649
3516,16,163,649
3517,13,4,649
3518,13,4,646
3519,12,128,646
3520,7,86,646
3521,7,157,646
3522,7,85,646
3523,4,179,646
3524,16,52,646
3525,3,24,646
3526,11,118,655
3527,1,7,655
3528,6,32,655
3529,3,24,655
3530,12,128,655
3531,16,52,655
3532,13,4,655
3533,13,4,655
3534,6,32,655
3535,16,163,655
3536,13,4,647
3537,13,64,647
3538,1,18,647
3539,3,24,647
3540,16,52,647
3541,3,24,647
3542,3,24,647
3543,11,116,647
3544,13,64,647
3545,0,145,647
3546,8,71,650
3547,4,179,650
3548,6,32,650
3549,4,179,650
3550,0,145,650
3551,13,4,650
3552,3,24,650
3553,13,4,650
3554,6,13,650
3555,6,33,650
3556,12,128,644
3557,13,4,644
3558,19,174,644
3559,12,128,644
3560,3,24,644
3561,1,7,644
3562,16,52,644
3563,3,24,644
3564,11,117,644
3565,11,118,644
3566,13,4,653
3567,11,117,653
3568,11,117,653
3569,1,7,653
3570,1,18,653
3571,7,157,653
3572,7,29,653
3573,7,29,653
3574,16,52,653
3575,3,24,645
3576,16,52,645
3577,7,29,645
3578,6,33,645
3579,12,23,645
3580,4,179,645
3581,12,128,645
3582,12,141,645
3583,4,179,645
3584,3,24,645
3585,12,23,633
3586,6,32,633
3587,6,62,633
3588,6,13,633
3589,3,24,633
3590,4,36,633
3591,4,179,633
3592,4,179,633
3593,7,29,648
3594,1,18,648
3595,7,29,648
3596,7,29,648
3597,1,84,648
3598,7,29,648
3599,12,23,648
3600,13,64,648
3601,18,165,648
3602,6,79,648
3603,18,165,639
3604,18,165,639
3605,1,7,639
3606,18,165,639
3607,18,165,639
3608,18,165,639
3609,18,165,639
3610,1,7,639
3611,18,165,639
3612,18,165,639
3613,0,146,654
3614,13,156,654
3615,13,4,654
3616,3,24,654
3617,16,162,654
3618,16,52,654
3619,12,23,654
3620,7,29,654
3621,16,52,654
3622,7,157,654
3623,13,64,0
3624,16,52,0
3625,13,4,0
3626,19,174,0
3627,13,64,0
3628,1,18,0
3629,16,52,0
3630,1,18,0
3631,16,52,0
3632,19,174,0
3633,19,174,657
3634,13,64,657
3635,10,94,657
3636,16,59,657
3637,16,52,657
3638,9,92,657
3639,16,52,657
3640,10,94,657
3641,16,163,657
3642,13,64,657
3643,13,64,2
3644,4,179,2
3645,1,18,2
3646,8,3,2
3647,4,19,2
3648,19,174,2
3649,4,179,2
3650,4,19,2
3651,4,19,2
3652,4,179,2
3653,7,29,1
3654,4,179,1
3655,11,117,284
3656,19,174,284
3657,0,6,284
3658,13,64,284
3659,13,172,284
3660,7,29,284
3661,13,4,284
3662,12,131,284
3663,20,0,284
3664,16,52,284
3665,7,137,254
3666,4,179,254
3667,8,3,254
3668,1,18,254
3669,13,4,254
3670,7,157,254
3671,4,179,254
3672,4,179,254
3673,1,18,254
3674,16,52,254
3675,0,146,208
3676,16,163,208
3677,17,169,208
3678,6,32,208
3679,12,55,208
3680,4,179,208
3681,0,6,208
3682,8,56,208
3683,16,52,208
3684,2,1,208
3685,13,64,186
3686,7,29,186
3687,13,4,186
3688,6,13,186
3689,6,13,186
3690,5,155,186
3691,2,119,186
3692,19,174,186
3693,20,81,186
3694,1,7,186
3695,8,56,154
3696,15,102,154
3697,16,52,154
3698,13,4,154
3699,12,127,154
3700,4,19,154
3701,4,179,154
3702,16,52,154
3703,13,64,154
3704,13,156,154
3705,1,7,134
3706,7,29,134
3707,12,131,134
3708,7,48,134
3709,8,9,134
3710,5,155,134
3711,7,29,134
3712,0,145,134
3713,11,118,134
3714,7,29,134
3715,9,92,180
3716,12,127,180
3717,16,52,180
3718,12,130,180
3719,6,13,180
3720,8,140,180
3721,6,13,180
3722,3,24,180
3723,11,115,180
3724,11,117,180
3725,1,18,131
3726,4,179,131
3727,16,52,131
3728,8,89,131
3729,16,52,131
3730,12,78,131
3731,8,56,131
3732,7,157,131
3733,8,56,131
3734,16,52,131
3735,2,119,197
3736,1,18,197
3737,3,24,197
3738,13,4,197
3739,5,43,197
3740,16,52,197
3741,4,179,197
3742,12,78,197
3743,16,52,197
3744,13,57,197
3745,12,78,261
3746,7,157,261
3747,0,145,261
3748,20,177,261
3749,3,24,261
3750,9,92,261
3751,1,7,261
3752,17,15,261
3753,13,4,261
3754,20,177,261
3755,13,4,294
3756,11,116,294
3757,3,24,294
3758,9,92,294
3759,8,56,294
3760,19,174,294
3761,8,56,294
3762,1,7,294
3763,3,24,294
3764,6,32,294
3765,13,4,292
3766,13,4,292
3767,5,44,292
3768,0,146,292
3769,4,19,292
3770,0,146,292
3771,20,177,292
3772,13,4,292
3773,18,165,292
3774,20,177,292
3775,13,154,347
3776,7,157,347
3777,5,45,347
3778,16,52,347
3779,13,4,347
3780,13,4,347
3781,4,19,347
3782,19,174,347
3783,9,92,347
3784,3,24,347
3785,20,0,348
3786,7,29,348
3787,19,75,348
3788,7,157,348
3789,4,19,348
3790,7,157,348
3791,20,175,348
3792,13,57,348
3793,16,52,348
3794,20,31,348
3795,13,4,280
3796,10,27,280
3797,12,131,280
3798,9,92,280
3799,7,122,280
3800,13,57,280
3801,13,4,280
3802,13,4,280
3803,7,157,280
3804,17,20,280
3805,7,157,270
3806,19,75,270
3807,16,52,270
3808,13,4,270
3809,13,49,270
3810,5,44,270
3811,12,78,270
3812,5,155,270
3813,7,157,270
3814,2,1,270
3815,1,18,337
3816,19,28,337
3817,0,148,337
3818,0,145,337
3819,12,170,337
3820,4,19,337
3821,13,4,337
3822,13,156,337
3823,10,94,337
3824,0,146,337
3825,1,18,359
3826,8,56,359
3827,4,19,359
3828,8,56,359
3829,20,177,359
3830,6,33,359
3831,12,78,359
3832,9,92,359
3833,13,4,359
3834,1,18,359
3835,4,179,335
3836,4,19,335
3837,3,24,335
3838,20,81,335
3839,7,29,335
3840,3,24,335
3841,8,140,335
3842,7,157,335
3843,16,52,335
3844,1,7,335
3845,12,78,306
3846,17,20,306
3847,3,24,306
3848,13,4,306
3849,3,24,306
3850,12,78,306
3851,0,145,306
3852,11,116,306
3853,20,177,306
3854,12,78,306
3855,13,154,274
3856,7,157,274
3857,13,156,274
3858,8,56,274
3859,19,174,274
3860,8,140,274
3861,13,4,274
3862,17,15,274
3863,19,174,274
3864,19,75,274
3865,5,155,371
3866,7,86,371
3867,10,99,371
3868,7,157,371
3869,3,24,371
3870,17,15,371
3871,16,59,371
3872,12,23,371
3873,13,4,371
3874,12,78,371
3875,4,19,275
3876,4,19,275
3877,6,13,275
3878,4,19,275
3879,12,128,275
3880,3,24,275
3881,12,78,275
3882,17,15,275
3883,13,4,275
3884,4,179,275
3885,0,146,287
3886,0,145,287
3887,12,130,287
3888,20,177,287
3889,5,44,287
3890,13,156,287
3891,13,4,287
3892,16,52,287
3893,5,155,287
3894,13,64,287
3895,19,75,301
3896,4,19,301
3897,3,24,301
3898,3,24,301
3899,20,0,301
3900,20,177,301
3901,12,130,301
3902,16,52,301
3903,6,33,301
3904,9,92,301
3905,9,147,316
3906,5,155,316
3907,8,71,316
3908,3,24,316
3909,7,66,316
3910,20,177,316
3911,12,131,316
3912,5,44,316
3913,2,119,316
3914,13,156,316
3915,13,4,387
3916,4,179,387
3917,17,15,387
3918,12,127,387
3919,12,131,387
3920,3,24,387
3921,0,146,387
3922,4,19,387
3923,20,81,387
3924,19,108,387
3925,1,7,374
3926,20,81,374
3927,19,75,374
3928,19,174,374
3929,4,19,374
3930,4,19,374
3931,20,177,374
3932,12,78,374
3933,13,4,374
3934,3,24,374
3935,11,116,300
3936,8,56,300
3937,16,52,300
3938,0,145,300
3939,17,15,300
3940,1,18,300
3941,0,146,300
3942,12,78,300
3943,0,146,300
3944,13,4,300
3945,3,24,388
3946,13,4,388
3947,5,142,388
3948,5,142,388
3949,1,18,388
3950,3,24,388
3951,4,19,388
3952,6,13,388
3953,10,88,388
3954,5,155,388
3955,4,19,356
3956,0,146,356
3957,13,64,356
3958,12,23,356
3959,4,179,356
3960,12,131,356
3961,0,144,356
3962,3,24,356
3963,13,172,356
3964,3,24,356
3965,3,24,366
3966,17,20,366
3967,16,59,366
3968,12,131,366
3969,4,19,366
3970,4,19,366
3971,0,145,366
3972,3,24,366
3973,12,131,366
3974,0,148,366
3975,16,52,283
3976,4,19,283
3977,4,19,283
3978,3,24,283
3979,11,116,283
3980,13,57,283
3981,5,44,283
3982,1,7,283
3983,9,92,283
3984,13,57,283
3985,9,95,390
3986,3,24,390
3987,9,93,390
3988,16,59,390
3989,7,29,390
3990,20,177,390
3991,16,59,390
3992,7,157,390
3993,7,29,390
3994,20,0,390
3995,5,155,345
3996,0,145,345
3997,8,71,345
3998,2,119,345
3999,2,119,345
4000,16,52,345
4001,12,170,345
4002,3,24,345
4003,12,130,345
4004,12,171,345
4005,1,164,340
4006,5,43,340
4007,16,16,340
4008,13,64,340
4009,5,155,340
4010,3,24,340
4011,16,52,340
4012,12,78,340
4013,4,19,340
4014,0,145,340
4015,3,24,285
4016,1,7,285
4017,13,57,285
4018,4,179,285
4019,3,24,285
4020,7,157,285
4021,3,24,285
4022,7,157,285
4023,12,131,285
4024,5,134,285
4025,17,15,344
4026,4,19,344
4027,4,179,344
4028,4,179,344
4029,3,24,344
4030,16,52,344
4031,2,119,344
4032,9,92,344
4033,16,52,344
4034,0,145,344
4035,13,4,334
4036,3,24,334
4037,7,157,334
4038,8,56,334
4039,17,15,334
4040,5,44,334
4041,5,44,334
4042,13,154,334
4043,0,146,334
4044,13,57,334
4045,0,145,322
4046,0,145,322
4047,0,146,322
4048,12,78,322
4049,9,92,322
4050,17,20,322
4051,16,52,322
4052,4,36,322
4053,0,145,322
4054,4,19,322
4055,7,157,349
4056,8,71,349
4057,7,66,349
4058,3,24,349
4059,7,157,349
4060,7,137,349
4061,16,52,349
4062,12,78,349
4063,19,174,349
4064,12,128,349
4065,5,44,379
4066,4,19,379
4067,16,162,379
4068,0,148,379
4069,20,177,379
4070,1,7,379
4071,20,177,379
4072,16,160,379
4073,3,24,379
4074,0,145,379
4075,20,0,331
4076,1,7,331
4077,19,174,331
4078,9,92,331
4079,7,86,331
4080,1,7,331
4081,9,92,331
4082,9,95,331
4083,9,95,331
4084,7,48,331
4085,19,98,302
4086,0,146,302
4087,0,146,302
4088,16,162,302
4089,2,119,302
4090,2,119,302
4091,3,24,302
4092,16,52,302
4093,8,56,330
4094,20,0,330
4095,3,24,330
4096,20,81,330
4097,8,56,330
4098,12,131,330
4099,5,44,330
4100,11,118,330
4101,11,116,330
4102,20,177,330
4103,19,174,386
4104,1,7,386
4105,3,24,386
4106,7,29,386
4107,12,23,386
4108,0,145,386
4109,12,23,386
4110,2,119,386
4111,1,7,386
4112,8,56,386
4113,3,24,389
4114,13,4,389
4115,3,24,389
4116,7,48,389
4117,6,13,389
4118,5,155,389
4119,4,19,389
4120,16,59,389
4121,2,1,389
4122,16,16,389
4123,4,19,327
4124,5,159,327
4125,7,48,327
4126,4,19,327
4127,3,24,327
4128,12,78,327
4129,0,146,327
4130,3,24,327
4131,4,19,327
4132,12,131,327
4133,18,165,245
4134,8,65,245
4135,8,71,245
4136,3,24,245
4137,3,24,245
4138,7,48,245
4139,7,66,245
4140,4,179,245
4141,8,56,370
4142,3,24,370
4143,17,15,370
4144,3,24,370
4145,9,92,370
4146,12,130,370
4147,8,56,370
4148,20,0,370
4149,8,65,370
4150,20,81,370
4151,4,19,279
4152,12,131,279
4153,5,42,279
4154,13,57,279
4155,11,118,279
4156,9,92,279
4157,5,159,279
4158,0,145,279
4159,5,44,279
4160,8,56,279
4161,9,92,260
4162,17,15,260
4163,20,81,260
4164,3,24,260
4165,4,179,260
4166,12,60,260
4167,6,13,260
4168,16,52,260
4169,3,24,260
4170,11,117,260
4171,12,78,311
4172,12,170,311
4173,0,146,311
4174,0,146,311
4175,3,24,311
4176,5,159,311
4177,18,165,311
4178,3,24,369
4179,4,19,369
4180,20,177,369
4181,2,119,369
4182,3,24,369
4183,2,119,369
4184,16,59,369
4185,3,24,369
4186,8,56,369
4187,18,165,369
4188,10,96,314
4189,16,52,314
4190,5,155,314
4191,8,56,314
4192,8,56,314
4193,16,52,314
4194,13,154,314
4195,0,146,314
4196,16,52,314
4197,2,119,314
4198,0,146,321
4199,9,93,321
4200,12,130,321
4201,17,15,255
4202,8,56,255
4203,9,92,255
4204,9,93,255
4205,9,93,255
4206,7,48,255
4207,7,157,255
4208,7,138,255
4209,4,19,255
4210,8,56,364
4211,8,3,364
4212,8,3,256
4213,11,118,281
4214,1,18,281
4215,1,164,281
4216,7,66,281
4217,4,19,281
4218,16,52,281
4219,18,165,391
4220,1,18,391
4221,1,7,391
4222,6,32,391
4223,6,32,391
4224,6,13,391
4225,3,24,391
4226,3,24,391
4227,4,179,391
4228,13,64,400
4229,13,156,400
4230,13,4,400
4231,16,52,400
4232,13,4,400
4233,13,57,400
4234,5,44,400
4235,13,156,400
4236,4,19,400
4237,4,19,400
4238,6,13,318
4239,8,56,476
4240,4,179,476
4241,5,155,476
4242,3,24,476
4243,8,56,476
4244,8,56,476
4245,1,7,476
4246,0,146,476
4247,0,146,476
4248,8,56,476
4249,16,52,407
4250,16,52,407
4251,13,4,407
4252,3,24,407
4253,13,156,407
4254,0,146,407
4255,4,19,407
4256,4,179,407
4257,13,64,407
4258,13,4,407
4259,3,24,447
4260,11,116,447
4261,16,59,447
4262,6,13,447
4263,3,24,447
4264,4,179,447
4265,8,90,447
4266,5,155,447
4267,1,18,447
4268,5,142,447
4269,13,4,499
4270,4,19,499
4271,7,29,499
4272,20,81,499
4273,4,179,499
4274,5,42,499
4275,7,157,499
4276,9,93,499
4277,1,18,499
4278,5,155,499
4279,3,24,444
4280,3,24,444
4281,0,146,444
4282,1,18,444
4283,1,18,444
4284,2,119,444
4285,11,116,444
4286,12,78,444
4287,13,4,444
4288,4,19,444
4289,11,117,446
4290,11,116,446
4291,16,59,446
4292,13,154,446
4293,1,7,446
4294,11,117,446
4295,13,4,446
4296,3,24,446
4297,11,117,446
4298,3,24,446
4299,8,56,459
4300,1,7,459
4301,17,15,459
4302,12,127,459
4303,13,156,459
4304,13,64,459
4305,3,24,459
4306,4,36,459
4307,0,146,459
4308,12,170,459
4309,3,24,525
4310,17,15,525
4311,20,81,525
4312,7,157,525
4313,5,44,525
4314,0,146,525
4315,3,24,525
4316,18,165,525
4317,1,18,525
4318,11,117,525
4319,11,117,493
4320,13,4,493
4321,11,116,493
4322,0,146,493
4323,1,18,493
4324,6,13,493
4325,10,27,493
4326,11,117,493
4327,5,43,493
4328,11,116,493
4329,0,146,434
4330,3,24,434
4331,13,4,434
4332,13,57,434
4333,12,78,434
4334,3,24,434
4335,12,128,434
4336,8,71,434
4337,1,18,434
4338,0,146,434
4339,3,24,467
4340,7,138,467
4341,7,157,467
4342,1,164,467
4343,7,85,467
4344,0,146,467
4345,8,56,467
4346,16,52,467
4347,11,118,467
4348,13,64,467
4349,12,131,398
4350,8,71,398
4351,20,177,398
4352,3,24,398
4353,10,99,398
4354,3,24,398
4355,12,23,398
4356,19,98,398
4357,8,71,398
4358,13,154,398
4359,13,156,465
4360,6,62,465
4361,5,155,465
4362,13,64,465
4363,0,145,465
4364,12,130,465
4365,5,43,465
4366,4,19,465
4367,17,15,465
4368,3,24,465
4369,1,18,440
4370,18,165,440
4371,6,32,440
4372,12,131,440
4373,20,0,440
4374,0,146,440
4375,4,179,440
4376,6,32,440
4377,8,56,440
4378,0,145,440
4379,1,18,485
4380,3,24,485
4381,11,117,485
4382,11,116,485
4383,3,24,485
4384,19,174,485
4385,0,145,485
4386,4,19,485
4387,12,128,485
4388,17,168,485
4389,4,179,486
4390,8,56,486
4391,12,131,486
4392,4,19,486
4393,17,20,486
4394,7,157,486
4395,5,2,486
4396,4,36,486
4397,8,56,486
4398,20,175,486
4399,7,48,449
4400,16,59,449
4401,7,29,449
4402,16,52,449
4403,12,128,449
4404,3,24,449
4405,7,66,449
4406,1,18,449
4407,0,145,449
4408,9,93,449
4409,3,24,441
4410,7,157,441
4411,7,157,441
4412,8,56,441
4413,3,24,441
4414,8,56,441
4415,16,162,441
4416,9,147,441
4417,3,24,441
4418,1,18,441
4419,2,119,392
4420,8,54,392
4421,1,18,392
4422,7,48,392
4423,7,157,392
4424,7,66,392
4425,7,85,392
4426,16,52,392
4427,1,7,527
4428,3,24,527
4429,11,116,527
4430,18,165,527
4431,4,179,527
4432,3,24,527
4433,7,157,527
4434,12,23,527
4435,13,4,527
4436,1,18,527
4437,3,24,537
4438,20,81,537
4439,4,19,537
4440,1,164,537
4441,4,179,537
4442,7,157,537
4443,3,24,537
4444,4,179,537
4445,3,24,537
4446,12,130,537
4447,16,16,594
4448,8,71,594
4449,19,28,594
4450,13,156,594
4451,3,24,594
4452,16,163,594
4453,12,131,594
4454,13,64,594
4455,10,124,594
4456,0,145,594
4457,1,18,601
4458,1,18,601
4459,0,146,601
4460,11,118,601
4461,11,118,601
4462,1,18,601
4463,4,37,601
4464,11,118,601
4465,7,157,601
4466,9,93,601
4467,0,146,575
4468,6,80,575
4469,4,19,575
4470,16,52,575
4471,16,52,575
4472,1,7,575
4473,13,4,575
4474,6,13,575
4475,6,13,575
4476,13,64,575
4477,13,4,618
4478,6,33,618
4479,12,74,618
4480,3,24,618
4481,5,76,618
4482,16,52,618
4483,6,13,618
4484,3,24,618
4485,13,64,618
4486,11,118,618
4487,18,165,600
4488,9,92,600
4489,2,125,600
4490,6,33,600
4491,11,111,600
4492,12,128,600
4493,1,7,600
4494,7,157,600
4495,3,24,600
4496,4,179,600
4497,6,32,610
4498,8,71,610
4499,6,32,610
4500,12,23,610
4501,2,119,610
4502,6,32,610
4503,16,59,610
4504,14,110,610
4505,18,165,610
4506,13,64,610
4507,4,19,561
4508,9,92,561
4509,8,56,561
4510,1,18,561
4511,4,179,561
4512,7,157,561
4513,11,115,561
4514,3,24,561
4515,7,157,561
4516,12,141,561
4517,11,118,585
4518,4,179,585
4519,11,115,585
4520,11,118,585
4521,4,37,585
4522,11,118,585
4523,11,115,585
4524,11,115,585
4525,4,179,585
4526,11,117,585
4527,11,116,584
4528,7,66,584
4529,13,150,584
4530,7,157,584
4531,6,13,584
4532,6,32,584
4533,11,116,584
4534,13,64,584
4535,4,179,584
4536,6,32,584
4537,17,20,612
4538,7,157,612
4539,13,57,612
4540,9,67,612
4541,7,48,612
4542,7,157,612
4543,16,163,612
4544,13,57,612
4545,1,18,612
4546,9,93,612
4547,8,90,529
4548,8,65,529
4549,4,179,529
4550,10,94,529
4551,13,4,529
4552,18,165,529
4553,11,118,529
4554,11,116,529
4555,12,128,529
4556,4,179,529
4557,19,174,614
4558,3,24,614
4559,4,179,614
4560,18,165,614
4561,9,92,614
4562,11,118,614
4563,12,141,614
4564,7,157,614
4565,12,131,614
4566,18,165,614
4567,1,21,592
4568,19,174,592
4569,18,165,592
4570,11,112,592
4571,11,118,592
4572,3,53,592
4573,11,118,592
4574,12,131,592
4575,11,118,592
4576,11,118,592
4577,4,179,559
4578,3,24,559
4579,4,179,559
4580,4,179,559
4581,4,179,559
4582,4,179,559
4583,4,179,559
4584,3,24,559
4585,18,165,559
4586,8,140,559
4587,4,179,563
4588,4,19,563
4589,4,179,563
4590,4,179,563
4591,1,18,563
4592,4,179,563
4593,3,24,563
4594,3,24,563
4595,14,68,563
4596,3,24,563
4597,11,117,566
4598,12,171,616
4599,20,177,616
4600,16,52,616
4601,4,179,616
4602,12,170,616
4603,6,32,616
4604,11,117,616
4605,4,179,616
4606,6,13,616
4607,4,179,616
4608,3,24,541
4609,3,24,541
4610,6,33,541
4611,4,179,541
4612,4,179,541
4613,4,179,541
4614,4,179,541
4615,4,179,541
4616,3,24,541
4617,4,179,541
4618,4,19,617
4619,1,18,617
4620,18,165,617
4621,11,118,628
4622,13,64,628
4623,1,18,628
4624,11,118,628
4625,16,16,628
4626,18,165,628
4627,7,157,628
4628,4,19,628
4629,12,171,628
4630,16,16,628
4631,4,19,625
4632,1,7,625
4633,13,156,625
4634,1,7,625
4635,4,19,625
4636,8,139,625
4637,1,7,625
4638,18,165,625
4639,1,7,625
4640,1,18,625
4641,13,41,22
4642,8,71,22
4643,16,52,22
4644,8,90,22
4645,16,52,22
4646,3,24,22
4647,17,15,22
4648,13,64,22
4649,10,97,22
4650,1,18,22
4651,6,32,139
4652,16,52,139
4653,15,102,139
4654,6,32,139
4655,4,179,139
4656,13,150,139
4657,3,24,139
4658,4,179,139
4659,6,13,139
4660,8,56,139
4661,18,165,304
4662,4,179,304
4663,4,179,304
4664,12,170,304
4665,11,118,304
4666,3,24,304
4667,4,179,304
4668,4,179,304
4669,1,18,304
4670,11,118,304
4671,4,179,193
4672,1,18,193
4673,6,13,193
4674,4,179,193
4675,3,24,193
4676,3,24,193
4677,8,56,193
4678,1,7,193
4679,18,165,193
4680,12,127,193
4681,8,56,199
4682,16,59,199
4683,13,64,199
4684,13,4,199
4685,13,64,199
4686,12,60,199
4687,3,53,199
4688,5,155,199
4689,5,155,199
4690,13,64,199
4691,8,56,250
4692,1,18,250
4693,11,114,250
4694,6,32,250
4695,6,32,250
4696,11,115,250
4697,3,24,250
4698,12,127,250
4699,12,74,250
4700,3,24,250
4701,4,179,267
4702,3,24,267
4703,13,4,267
4704,1,18,267
4705,5,155,267
4706,16,52,267
4707,13,64,267
4708,13,4,267
4709,6,13,267
4710,4,179,267
4711,20,81,215
4712,16,163,215
4713,5,44,215
4714,1,18,215
4715,6,32,215
4716,13,4,215
4717,0,146,215
4718,10,124,215
4719,12,78,215
4720,6,13,215
4721,8,56,188
4722,1,18,188
4723,16,59,188
4724,4,179,188
4725,11,117,188
4726,4,179,188
4727,4,37,188
4728,10,99,188
4729,16,70,188
4730,3,24,188
4731,7,48,166
4732,1,18,166
4733,13,156,166
4734,8,56,166
4735,6,13,166
4736,8,56,166
4737,12,78,166
4738,8,56,166
4739,0,145,166
4740,16,59,166
4741,16,52,204
4742,10,99,204
4743,10,181,204
4744,10,63,204
4745,10,63,204
4746,4,179,204
4747,4,179,204
4748,4,179,204
4749,8,56,168
4750,8,56,168
4751,1,7,168
4752,7,29,168
